R	B	G
57	122	162	
57	122	162	
55	123	162	
55	123	162	
52	120	159	
54	123	164	
55	124	165	
50	119	160	
56	125	166	
58	127	168	
48	117	159	
51	119	166	
55	123	172	
57	123	173	
52	120	167	
52	118	166	
55	122	167	
58	125	170	
57	124	167	
58	125	168	
57	124	166	
56	124	163	
55	123	162	
55	123	160	
55	123	160	
55	123	160	
56	124	159	
57	126	159	
66	130	158	
77	127	150	
73	110	126	
60	80	89	
50	61	65	
59	64	67	
73	76	81	
66	75	84	
85	103	115	
82	111	129	
76	117	137	
72	122	147	
65	123	147	
50	114	141	
25	80	101	
0	27	39	
14	42	54	
61	98	117	
82	128	154	
70	126	161	
60	125	165	
48	119	163	
52	125	170	
56	127	173	
56	124	169	
58	122	166	
58	121	162	
58	120	159	
59	121	160	
60	122	161	
59	124	164	
55	122	164	
54	123	164	
54	123	164	
54	123	164	
54	123	164	
54	123	164	
55	122	164	
55	122	164	
55	122	164	
56	123	165	
58	123	165	
59	124	166	
59	124	166	
58	123	165	
59	122	165	
58	121	164	
60	124	170	
59	123	169	
59	123	167	
59	123	167	
58	122	166	
58	122	166	
58	122	166	
58	123	165	
60	125	167	
58	123	165	
57	120	161	
57	120	161	
58	121	162	
57	120	161	
56	118	159	
55	117	158	
58	119	163	
60	122	163	
64	123	165	
65	124	164	
65	124	164	
62	124	163	
59	122	163	
57	122	162	
62	127	167	
55	119	155	
64	123	153	
71	121	144	
64	104	116	
67	96	100	
88	108	106	
103	119	109	
77	95	81	
71	89	73	
104	122	108	
100	118	106	
91	111	100	
90	111	104	
70	92	90	
87	112	116	
91	121	131	
83	119	135	
75	113	136	
75	119	148	
79	127	163	
66	119	159	
57	114	157	
75	125	162	
70	101	121	
30	58	72	
73	108	128	
82	126	153	
78	131	165	
64	123	163	
57	120	163	
59	124	166	
63	126	167	
63	127	163	
66	126	162	
65	125	159	
63	126	161	
61	125	160	
61	125	163	
60	125	163	
59	123	159	
60	122	159	
60	122	159	
61	123	160	
62	125	160	
63	126	161	
63	126	161	
63	126	161	
65	125	161	
64	124	160	
65	124	158	
64	123	157	
64	123	157	
64	124	158	
67	126	158	
68	127	159	
67	124	154	
70	123	154	
73	122	152	
76	121	150	
77	118	148	
74	118	147	
71	120	152	
68	123	154	
63	124	155	
54	117	148	
65	126	154	
73	127	151	
73	114	132	
66	94	108	
80	97	107	
122	140	152	
86	122	138	
69	114	135	
69	117	139	
72	124	148	
65	121	148	
58	117	147	
61	121	157	
58	122	158	
58	122	160	
57	122	162	
56	121	161	
56	120	158	
57	119	158	
58	120	157	
61	121	158	
59	121	158	
58	122	160	
56	121	161	
56	119	160	
56	119	160	
57	119	158	
57	119	158	
58	120	157	
61	121	158	
59	119	155	
65	123	160	
60	118	155	
59	115	150	
65	121	156	
63	119	152	
60	114	148	
65	121	154	
60	120	156	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
57	121	156	
56	122	156	
57	121	156	
56	120	155	
57	120	155	
56	119	154	
58	118	154	
58	118	154	
58	116	153	
59	117	154	
63	119	156	
64	120	157	
66	120	158	
65	119	157	
64	118	156	
63	117	155	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
57	122	160	
59	123	159	
60	123	158	
60	122	159	
59	123	159	
59	123	159	
58	123	161	
58	123	161	
58	123	161	
56	124	163	
52	120	159	
55	124	165	
55	124	165	
49	120	162	
54	125	167	
57	128	170	
46	117	161	
57	127	176	
60	130	181	
61	128	180	
53	123	172	
52	120	169	
53	121	168	
54	122	167	
53	122	164	
55	124	166	
55	124	165	
57	125	164	
57	125	164	
56	124	161	
56	124	161	
55	123	158	
54	122	157	
48	119	149	
53	117	144	
71	123	144	
73	112	127	
50	72	85	
32	45	53	
49	56	64	
71	80	89	
61	75	88	
88	111	129	
82	118	142	
77	124	150	
64	123	153	
53	122	151	
57	132	163	
47	109	134	
18	51	66	
0	23	35	
35	66	84	
73	113	138	
77	127	160	
67	126	166	
48	115	158	
55	126	172	
54	124	173	
56	124	171	
57	124	169	
59	124	166	
61	123	164	
64	123	163	
65	123	161	
62	124	163	
56	124	163	
55	124	165	
55	124	165	
55	124	165	
56	123	165	
56	123	165	
56	123	165	
56	123	165	
59	124	166	
59	124	166	
61	124	167	
61	124	167	
61	124	167	
61	124	167	
60	123	166	
60	123	166	
61	123	170	
61	123	170	
60	122	169	
60	122	169	
60	122	169	
59	122	166	
59	122	166	
59	122	166	
60	123	166	
59	122	165	
59	120	164	
59	120	164	
61	123	164	
62	124	165	
63	122	164	
61	120	162	
62	121	163	
63	122	164	
64	121	164	
64	123	165	
63	125	166	
61	124	167	
56	123	166	
55	122	165	
58	125	167	
57	121	157	
64	121	150	
68	115	135	
69	103	112	
85	107	105	
105	117	107	
108	117	100	
78	91	73	
87	102	83	
109	126	108	
115	133	117	
102	122	110	
86	109	101	
82	107	104	
94	123	127	
80	114	124	
84	123	140	
78	120	144	
79	126	156	
86	138	175	
74	129	170	
57	116	160	
71	121	158	
72	103	123	
29	55	68	
71	104	123	
80	122	147	
74	127	161	
61	121	158	
55	118	159	
58	123	165	
62	125	166	
62	126	162	
65	125	161	
65	125	159	
62	125	160	
61	125	160	
61	125	163	
59	124	162	
56	120	156	
56	120	156	
58	122	158	
59	123	159	
59	123	159	
59	123	159	
59	123	159	
58	122	158	
58	122	158	
59	123	159	
60	124	160	
61	125	161	
61	125	161	
61	127	162	
62	126	162	
62	126	161	
62	125	158	
64	123	155	
68	122	156	
72	122	155	
77	123	157	
77	123	157	
72	122	155	
68	123	154	
63	120	150	
66	123	152	
68	124	147	
77	125	145	
69	105	119	
71	95	107	
108	121	129	
121	139	149	
80	117	135	
73	121	144	
67	117	142	
65	116	143	
67	122	152	
62	121	153	
57	117	151	
59	123	159	
58	122	160	
57	122	160	
58	122	160	
57	121	159	
58	120	159	
59	121	158	
61	121	158	
59	121	158	
59	123	161	
57	122	162	
56	121	161	
55	120	160	
56	120	158	
57	121	159	
58	122	158	
60	122	159	
58	120	157	
66	126	162	
62	122	158	
60	119	153	
64	123	157	
61	120	154	
60	116	151	
64	123	157	
60	120	156	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
57	121	157	
57	121	157	
58	120	157	
57	119	156	
57	119	156	
56	118	155	
58	118	155	
58	118	155	
59	117	155	
59	117	155	
62	117	156	
62	117	156	
63	118	157	
63	118	157	
63	118	157	
63	118	157	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
55	123	162	
57	122	160	
61	123	160	
63	123	159	
61	124	159	
61	124	159	
61	123	160	
60	124	160	
60	124	162	
59	124	162	
59	124	164	
53	121	160	
57	124	166	
56	125	166	
52	121	163	
56	127	169	
58	129	173	
48	119	165	
51	121	172	
55	125	177	
55	125	176	
50	120	171	
49	119	168	
53	124	170	
57	125	172	
57	125	170	
56	125	167	
57	126	167	
59	126	168	
60	128	167	
60	128	165	
58	126	163	
57	125	160	
55	124	157	
59	130	160	
57	123	149	
79	134	155	
89	130	148	
56	82	95	
27	43	56	
47	59	71	
82	96	109	
50	68	88	
80	108	132	
76	117	145	
72	127	158	
58	124	158	
47	123	155	
59	142	174	
56	126	152	
40	76	92	
0	15	27	
16	45	61	
65	101	123	
82	127	158	
74	128	164	
52	113	157	
60	127	172	
54	122	171	
55	123	172	
57	123	171	
61	125	169	
63	125	166	
67	125	165	
69	125	162	
66	124	162	
59	124	164	
56	125	166	
56	125	166	
56	125	166	
57	124	166	
57	124	166	
57	124	166	
57	124	166	
59	124	166	
60	125	167	
62	125	168	
62	125	168	
62	125	168	
62	125	168	
61	124	167	
60	123	166	
61	124	168	
61	123	170	
61	123	170	
60	122	169	
60	122	169	
59	122	166	
59	122	166	
59	122	166	
60	121	165	
59	120	164	
59	120	164	
63	122	166	
66	125	167	
67	126	168	
68	125	168	
67	124	167	
65	122	165	
65	123	163	
64	121	164	
64	123	165	
63	124	168	
61	125	169	
57	124	169	
55	123	168	
55	124	166	
61	125	161	
67	122	152	
66	111	130	
76	105	111	
103	120	114	
119	123	109	
105	108	89	
89	98	77	
107	122	101	
107	124	105	
124	142	126	
107	129	117	
73	98	92	
86	114	115	
85	118	125	
85	123	136	
92	133	153	
75	121	147	
60	111	142	
69	123	159	
67	125	165	
61	120	164	
79	129	164	
75	104	122	
29	53	65	
68	99	119	
77	119	143	
74	124	157	
62	120	158	
58	120	161	
62	127	167	
62	126	164	
63	125	162	
64	124	160	
64	124	158	
62	125	160	
60	124	159	
60	124	162	
59	124	162	
58	122	158	
59	123	159	
60	124	160	
60	124	160	
59	123	159	
56	122	157	
54	120	155	
53	119	154	
52	117	155	
52	120	157	
56	121	159	
55	123	160	
56	124	163	
54	123	162	
55	123	162	
54	122	159	
61	127	162	
60	124	159	
64	122	159	
70	124	162	
75	127	166	
78	127	167	
73	125	162	
69	122	154	
66	121	151	
78	132	156	
74	125	144	
78	121	137	
64	96	107	
75	98	106	
125	138	146	
112	130	140	
79	117	138	
78	128	153	
64	115	142	
56	110	138	
68	125	155	
66	125	157	
55	115	149	
59	122	157	
58	122	158	
57	122	160	
58	122	160	
58	122	160	
59	121	158	
59	121	158	
61	121	157	
59	121	158	
61	125	163	
59	124	164	
57	122	162	
56	121	161	
57	121	159	
58	122	160	
60	124	160	
61	125	161	
59	121	158	
65	127	164	
64	124	160	
60	120	156	
64	124	160	
61	121	155	
57	117	153	
63	123	159	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
57	121	157	
57	121	157	
58	120	157	
57	119	156	
57	119	156	
56	118	155	
58	118	155	
58	118	155	
60	118	156	
60	118	156	
62	117	156	
62	117	156	
62	117	156	
63	118	157	
64	119	158	
65	120	159	
54	122	159	
55	123	160	
56	124	161	
57	125	162	
58	126	163	
58	126	163	
58	126	163	
58	126	163	
53	121	158	
54	122	159	
55	123	160	
56	124	161	
57	125	162	
57	125	162	
57	125	162	
59	125	160	
62	125	160	
64	124	158	
64	124	160	
62	125	160	
62	125	160	
61	125	160	
61	125	161	
60	125	163	
57	122	162	
56	124	163	
57	124	166	
57	126	167	
56	125	167	
55	124	166	
51	122	164	
50	121	165	
54	126	176	
53	124	176	
53	125	175	
52	124	174	
53	123	172	
54	125	171	
56	124	171	
57	125	170	
58	127	169	
58	127	168	
59	126	168	
59	127	166	
61	126	164	
61	126	164	
61	127	162	
59	128	161	
58	129	159	
58	125	152	
69	125	148	
72	115	134	
51	80	98	
31	52	69	
53	70	86	
92	110	130	
74	100	125	
83	118	146	
70	119	151	
58	118	154	
57	130	165	
49	129	164	
43	129	164	
70	144	173	
58	96	115	
35	61	74	
5	34	50	
26	61	81	
73	115	140	
76	125	157	
62	117	156	
69	132	175	
62	126	172	
60	126	174	
61	127	175	
63	127	173	
65	126	170	
67	125	165	
69	123	161	
68	124	161	
62	126	164	
58	126	165	
58	126	165	
57	125	164	
57	125	164	
58	126	165	
60	125	165	
61	126	166	
63	126	167	
63	126	167	
63	126	167	
63	126	167	
64	126	167	
64	126	167	
64	126	167	
64	125	169	
63	126	170	
62	124	171	
61	124	168	
60	123	167	
61	122	167	
61	122	167	
61	122	167	
61	122	166	
63	122	166	
64	123	167	
64	123	165	
65	122	165	
66	123	166	
67	124	167	
69	124	165	
69	124	165	
68	123	164	
68	123	162	
66	124	164	
65	124	164	
63	125	166	
61	125	169	
59	126	171	
58	126	171	
59	128	170	
59	123	161	
74	129	159	
76	119	138	
78	105	112	
118	130	126	
134	135	121	
94	93	73	
78	87	68	
95	110	91	
113	131	115	
113	135	122	
97	123	114	
84	113	111	
83	116	121	
89	126	135	
77	119	135	
77	122	145	
76	126	153	
74	127	159	
71	125	161	
66	124	162	
64	123	165	
71	121	154	
70	99	115	
36	60	70	
70	101	119	
73	113	138	
76	125	157	
65	123	160	
58	120	159	
65	128	169	
64	126	165	
63	125	162	
63	123	159	
64	124	158	
63	126	161	
62	126	161	
61	125	163	
58	123	161	
59	123	159	
59	123	159	
58	124	159	
58	124	159	
58	123	161	
58	123	161	
58	123	161	
56	124	161	
56	124	163	
55	124	163	
56	124	163	
55	124	163	
55	124	165	
53	125	165	
55	124	165	
55	124	163	
55	125	161	
58	124	159	
59	123	161	
64	123	163	
69	124	165	
70	123	163	
68	120	159	
66	119	151	
74	125	152	
69	117	139	
79	125	140	
90	128	139	
54	84	92	
77	100	106	
140	153	161	
97	117	128	
78	120	142	
68	122	150	
67	120	151	
65	120	151	
64	120	153	
62	121	155	
62	122	158	
60	123	158	
60	124	160	
59	123	159	
59	123	159	
58	122	158	
58	122	158	
57	121	157	
58	121	156	
58	120	157	
60	124	162	
59	124	164	
58	123	161	
58	123	161	
59	123	161	
59	123	161	
59	123	161	
59	123	161	
60	124	160	
60	124	160	
60	122	159	
59	121	158	
59	121	158	
60	123	158	
60	122	159	
61	123	160	
60	122	159	
60	122	159	
59	121	158	
58	120	157	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
58	120	157	
57	119	158	
57	119	158	
57	119	158	
56	118	157	
58	117	157	
58	117	157	
57	116	156	
57	116	156	
58	116	156	
58	116	156	
59	117	157	
59	117	157	
59	117	157	
60	118	158	
60	118	158	
60	118	158	
56	124	161	
57	125	162	
57	125	162	
58	126	163	
58	126	163	
58	126	163	
58	126	163	
57	125	162	
54	122	159	
54	122	159	
56	124	161	
57	125	162	
58	126	163	
58	126	163	
58	126	163	
60	126	161	
62	125	160	
64	124	158	
64	124	160	
64	124	160	
62	125	160	
62	125	160	
61	125	161	
61	125	161	
59	124	162	
60	125	165	
61	126	166	
60	127	169	
59	126	168	
57	126	167	
55	124	166	
52	123	167	
54	126	174	
54	126	176	
53	125	175	
53	125	173	
54	124	173	
54	125	171	
57	125	170	
57	126	168	
58	127	169	
59	126	168	
59	127	166	
61	126	166	
61	126	164	
61	126	164	
62	126	162	
61	127	162	
60	131	163	
61	128	157	
72	128	155	
77	123	146	
60	95	115	
43	70	89	
56	81	101	
86	112	135	
82	116	144	
87	130	162	
73	127	163	
60	125	163	
59	135	171	
49	131	168	
41	130	164	
64	139	170	
79	121	143	
49	78	94	
0	31	49	
4	39	59	
58	96	119	
82	127	156	
75	125	158	
71	126	165	
63	124	168	
62	126	172	
62	126	172	
63	127	173	
65	126	170	
67	125	165	
69	123	159	
68	124	159	
63	127	165	
60	128	167	
59	127	166	
59	127	166	
59	127	166	
59	127	166	
62	127	167	
62	127	167	
63	126	167	
63	126	167	
63	126	167	
63	126	167	
64	126	167	
64	126	167	
64	126	167	
64	125	169	
64	127	171	
63	126	170	
62	125	169	
61	124	168	
61	122	167	
62	123	167	
62	123	167	
64	123	167	
62	121	165	
63	120	163	
63	120	163	
66	121	162	
66	120	164	
67	122	163	
68	121	163	
67	122	161	
70	125	164	
70	126	163	
68	126	164	
68	126	164	
65	127	166	
64	127	170	
61	128	171	
60	128	173	
63	130	173	
59	123	161	
74	129	160	
81	124	143	
84	111	120	
117	129	127	
130	132	119	
96	97	81	
71	84	67	
93	111	97	
111	133	121	
107	132	126	
91	120	118	
81	115	117	
83	120	129	
86	128	144	
72	117	138	
73	120	146	
74	125	154	
72	127	158	
71	125	161	
68	124	161	
66	124	162	
73	122	154	
75	103	117	
43	65	76	
80	109	125	
77	118	140	
76	125	155	
65	121	156	
59	118	158	
64	128	166	
65	127	166	
63	125	162	
64	124	160	
64	124	158	
63	126	161	
62	126	162	
60	125	163	
58	123	161	
62	126	164	
62	126	162	
61	127	162	
61	127	162	
61	126	164	
61	126	164	
61	126	164	
59	127	164	
56	124	163	
55	124	163	
55	124	165	
55	124	165	
55	124	165	
53	125	165	
55	124	166	
55	124	165	
51	121	157	
52	120	155	
55	120	158	
60	122	163	
65	122	165	
68	123	164	
68	120	159	
68	118	151	
76	123	149	
73	118	137	
84	124	136	
78	112	121	
54	83	89	
85	108	114	
126	143	150	
90	113	127	
76	120	145	
67	122	153	
66	120	154	
64	120	153	
62	121	155	
61	121	155	
61	121	157	
60	123	158	
60	122	159	
59	123	159	
58	122	158	
58	122	158	
58	122	158	
57	121	157	
58	121	156	
57	121	157	
57	121	159	
56	121	161	
57	121	159	
58	122	160	
59	123	161	
59	123	161	
60	124	162	
60	124	162	
59	123	159	
58	122	158	
59	121	158	
58	120	157	
59	121	158	
59	121	158	
60	122	159	
61	123	160	
60	122	159	
59	121	158	
58	120	157	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	156	
57	119	158	
56	118	157	
56	118	157	
56	118	157	
57	116	156	
57	116	156	
57	116	156	
56	115	155	
57	115	155	
58	116	156	
58	116	156	
58	116	156	
59	117	157	
59	117	157	
59	117	157	
60	118	158	
60	125	163	
60	125	163	
61	126	164	
61	126	164	
61	126	164	
60	125	163	
59	124	162	
59	124	162	
57	122	160	
57	122	160	
59	124	162	
60	125	163	
61	126	164	
61	126	164	
61	126	164	
61	127	162	
63	126	161	
63	126	161	
63	126	161	
63	126	161	
63	125	162	
63	125	162	
62	126	162	
62	126	162	
62	126	164	
62	127	165	
63	128	166	
64	129	169	
63	128	168	
60	128	167	
58	125	167	
56	125	167	
56	127	173	
54	126	174	
55	125	174	
54	125	171	
54	125	171	
55	126	170	
57	125	170	
59	126	169	
60	127	170	
62	127	169	
62	127	167	
63	126	167	
63	127	165	
63	127	165	
64	126	165	
63	127	165	
62	130	165	
61	127	161	
72	129	159	
80	130	155	
72	113	135	
56	91	113	
62	94	117	
77	113	137	
83	124	154	
81	131	164	
68	128	165	
56	125	164	
57	132	171	
48	130	167	
42	126	162	
57	130	162	
90	137	163	
61	96	118	
2	37	57	
0	20	40	
33	69	91	
80	120	145	
81	126	155	
64	114	147	
68	123	162	
63	125	166	
63	126	170	
62	126	170	
64	125	169	
66	125	165	
69	123	161	
68	124	161	
65	129	167	
62	130	169	
63	128	168	
62	127	167	
62	127	167	
63	128	168	
65	128	169	
65	128	169	
64	127	168	
64	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
64	127	170	
64	127	170	
63	126	169	
62	125	168	
62	123	167	
63	125	166	
65	124	166	
65	124	166	
66	123	166	
68	123	164	
68	123	164	
70	123	163	
70	123	165	
70	123	163	
72	124	164	
71	124	164	
72	128	165	
72	128	163	
72	128	165	
70	128	165	
70	128	166	
67	129	168	
65	130	172	
63	130	173	
69	134	176	
61	123	162	
75	128	162	
87	129	153	
92	120	132	
112	127	130	
122	127	121	
97	103	93	
72	89	81	
94	117	111	
109	135	132	
98	128	128	
84	119	123	
82	122	132	
86	129	145	
84	131	151	
73	123	148	
75	126	155	
76	129	161	
76	130	164	
74	128	162	
72	126	162	
70	126	161	
78	123	152	
80	106	119	
55	75	84	
92	121	135	
85	123	144	
78	125	155	
65	121	154	
60	120	157	
66	128	167	
65	127	166	
63	125	162	
64	124	160	
64	124	158	
63	126	161	
62	126	162	
60	125	163	
58	123	161	
61	125	163	
61	125	163	
61	125	163	
61	125	163	
61	125	163	
60	125	163	
60	125	163	
60	125	163	
58	123	163	
56	124	163	
56	124	163	
56	124	163	
56	123	165	
55	124	165	
56	123	165	
56	124	163	
55	123	158	
55	124	157	
58	123	161	
62	125	166	
69	128	172	
73	127	171	
73	125	165	
75	124	157	
81	127	151	
86	127	145	
92	128	140	
66	99	106	
63	90	97	
103	126	132	
114	134	143	
89	116	133	
73	120	148	
65	121	154	
64	120	155	
62	121	155	
61	119	156	
60	120	156	
61	121	157	
59	122	157	
59	122	157	
59	122	157	
58	122	157	
57	121	156	
57	121	156	
57	121	156	
56	120	155	
56	120	156	
54	118	156	
54	118	156	
56	118	157	
57	119	158	
58	120	159	
59	121	160	
60	122	161	
61	123	162	
57	119	158	
57	119	158	
57	119	158	
57	119	158	
57	119	158	
58	120	159	
59	121	160	
60	122	161	
59	121	158	
58	120	157	
57	119	156	
57	119	156	
56	118	155	
56	118	155	
57	119	156	
57	119	156	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
58	117	157	
57	116	156	
57	116	156	
57	116	156	
56	115	155	
56	115	155	
56	115	155	
55	114	154	
55	114	154	
56	115	155	
56	115	155	
56	115	155	
57	116	156	
57	116	156	
57	116	156	
58	117	157	
61	126	164	
61	126	164	
62	127	165	
61	126	164	
61	126	164	
60	125	163	
59	124	162	
58	123	161	
57	122	160	
58	123	161	
59	124	162	
61	126	164	
61	126	164	
62	127	165	
62	127	165	
61	127	162	
62	126	162	
62	126	161	
63	125	162	
63	125	162	
63	125	162	
63	125	162	
62	126	162	
62	126	162	
62	126	164	
63	127	165	
64	128	166	
64	129	167	
64	128	166	
63	127	165	
61	125	163	
59	124	164	
56	127	169	
55	128	171	
55	126	170	
55	126	170	
55	126	168	
57	126	168	
59	126	169	
61	126	168	
62	127	169	
63	126	167	
63	126	167	
64	126	167	
64	126	165	
66	125	165	
66	125	165	
64	126	165	
62	130	169	
58	124	159	
65	124	158	
75	129	157	
77	121	148	
67	107	132	
65	105	130	
69	113	140	
75	124	156	
70	126	161	
58	124	159	
53	125	163	
55	131	167	
54	132	168	
50	130	163	
57	128	160	
81	134	165	
70	114	139	
28	66	89	
0	28	47	
14	49	68	
66	101	121	
85	123	146	
70	114	141	
69	122	154	
65	123	161	
63	125	166	
63	126	169	
63	126	167	
66	125	165	
69	125	162	
66	124	161	
65	129	167	
61	129	168	
63	128	168	
62	127	167	
62	127	167	
63	128	168	
64	127	168	
65	128	169	
64	127	168	
64	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
65	127	168	
64	127	168	
64	127	168	
63	126	169	
62	125	166	
63	125	166	
64	126	165	
66	125	167	
68	126	166	
71	126	167	
71	126	165	
72	125	165	
72	126	164	
73	125	165	
73	125	164	
73	125	165	
73	125	164	
73	127	163	
72	128	161	
72	128	161	
72	128	161	
72	128	163	
70	128	165	
67	129	168	
66	129	170	
72	135	178	
63	122	162	
74	126	163	
90	134	161	
96	127	147	
106	126	135	
113	123	125	
99	109	110	
85	106	109	
98	127	131	
102	133	138	
86	120	129	
78	118	130	
86	132	148	
89	137	159	
80	131	158	
78	132	160	
80	135	166	
82	136	170	
82	136	170	
80	135	166	
78	131	163	
76	129	161	
83	127	152	
82	106	118	
63	82	89	
103	131	145	
91	128	147	
78	125	153	
67	121	155	
62	122	159	
68	130	169	
63	125	162	
61	124	159	
62	122	158	
62	122	156	
61	123	160	
61	125	161	
58	123	163	
57	122	162	
57	121	159	
57	121	159	
57	121	159	
57	121	159	
57	121	159	
57	121	159	
57	121	159	
56	121	159	
58	121	162	
57	122	162	
57	122	162	
57	122	162	
57	122	162	
57	122	162	
57	122	162	
57	122	160	
59	125	159	
59	125	157	
60	125	163	
63	126	167	
67	128	173	
71	128	173	
73	125	165	
76	122	156	
81	125	150	
91	130	147	
92	126	136	
58	89	94	
75	102	109	
118	143	150	
102	126	138	
88	121	140	
70	119	149	
63	121	158	
62	120	157	
61	119	156	
59	119	155	
59	119	155	
60	120	156	
60	120	156	
58	121	156	
58	121	156	
57	121	156	
56	120	155	
56	120	155	
56	120	155	
56	120	155	
56	120	155	
55	117	154	
55	117	156	
55	117	156	
56	118	157	
57	119	158	
57	119	158	
58	120	159	
58	120	159	
55	117	156	
55	117	156	
55	117	156	
55	117	156	
56	118	157	
57	119	158	
58	120	159	
59	121	160	
58	120	157	
57	119	156	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
56	118	155	
57	119	156	
55	117	154	
55	117	154	
55	117	154	
55	117	154	
55	117	154	
55	117	154	
55	117	154	
55	117	154	
57	116	156	
57	116	156	
56	115	155	
56	115	155	
56	115	155	
55	114	154	
55	114	154	
55	114	154	
55	114	154	
55	114	154	
55	114	154	
56	115	155	
56	115	155	
56	115	155	
57	116	156	
57	116	156	
61	127	162	
61	127	162	
61	127	162	
61	127	162	
60	126	161	
59	125	160	
58	124	159	
58	124	159	
57	123	158	
58	124	159	
59	125	160	
61	127	162	
61	127	162	
62	128	163	
62	128	163	
61	127	162	
61	127	162	
61	127	162	
62	126	164	
62	126	164	
62	126	164	
